CO_NCM;NO_NCM_POR;CO_EXP_SUBSET;NO_EXP_SUBSET_POR;NO_EXP_SUBSET_ESP;NO_EXP_SUBSET_ING;CO_EXP_SET;NO_EXP_SET;NO_EXP_SET_ESP;NO_EXP_SET_ING
03023500;Albacoras-azuis (atuns-azuis) frescos, refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03023600;Atuns do sul frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03023900;Outros atuns frescos, refrigerados, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024000;Arenques frescos/refrigerados, exceto fil�s, outras carnes, etc;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024100;Arenques (Clupea harengus, Clupea pallasii), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024210;Anchoita (Engraulis anchoita), frescas ou refrigeradas;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024290;Outras anchovas, frescas ou refrigeradas;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024300;Sardinhas (sardina pilchardus, etc), anchoveta, fresca ou refrigerada;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024400;Cavalinhas, frescas ou refrigeradas;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024500;Chicharros (trachurus spp.), frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024600;Bijupira (Rachycentron canadum), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024700;Espadarte (Xiphias gladius), frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024910;Espadins, marlins, veleiros (Istiophoridae), frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03024990;Outros peixes frescos ou refrigerados, exceto os fil�s de peixes e outra carne de peixes da posi��o 03.04;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03025000;Bacalhaus (gadus) frescos/refrigerados, exceto fil�s, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03025100;Bacalhau-do-Atl�ntico, da-Groel�ndia e do-Pac�fico, fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03025200;Haddock ou lubina (Melanogrammus aeglefinus), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03025300;Saithe (Pollachius virens), frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03025400;Merluzas e abroteas (Merluccius spp., Urophycis spp.), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03025500;Merluza-do-alasca (Theragra chalcogramma), fresca ou refrigerada;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03025600;Verdinhos (Micromesistius poutassou, micromesistius australis);2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03025900;Outros peixes das fam�lias bregmacerotidae, gadidae, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026100;Sardinhas, sardinelas, etc, frescas, refrigeradas, exceto fil�s, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026200;Haddocks frescos ou refrigerados, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026300;Peixes-carv�o frescos, refrigerado, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026400;Cavalas, cavalinhas, etc, frescas, refrigeradas, exceto fil�s, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026500;Esqualos frescos, refrigerado, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026600;Enguias frescas, refrigeradas, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026700;Espadartes frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026800;Outros peixes frescos, refrigerados, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026810;Marlongas-negras, peixes frescos/refrigerados, exceto fil�s, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026820;Marlongas-do-ant�rtico, peixes frescos/refrigerados, exceto fil�s,;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026910;Merluzas frescas, refrigeradas, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026921;Espadartes frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026922;Agulh�es frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026923;Pargos frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026931;Chernes-poveiro frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026932;Garoupas frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026933;Esturj�es frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026934;Peixes-rei frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026935;Bagres frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026941;Curimatas, peixes frescos, refrigerado, exceto fil�s, outras carnes,;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026942;Til�pias, peixes frescos, refrigerado, exceto fil�s, outras carnes;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026943;Surubins, peixes frescos, refrigerado, exceto fil�s, outras carnes,;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026944;Tra�ras, peixes frescos, refrigerado, exceto fil�s, outras carnes, etc;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026945;Piaus, peixes frescos, refrigerado, exceto fil�s, outras carnes, etc;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026946;Tainhas, peixes frescos, refrigerado, exceto fil�s, outras carnes, etc;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026947;Pirarucus, peixes frescos, refrigerado, exceto fil�s, outras carnes,;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026948;Pescadas, peixes frescos, refrigerado, exceto fil�s, outras carnes,;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026949;Anchoitas, peixes frescos, refrigerado, exceto fil�s, outras carnes,;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026951;Piramutabas, peixes frescos, refrigerado, exceto fil�s, outras carnes;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026952;Douradas, peixes frescos, refrigerado, exceto fil�s, outras carnes;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026953;Pacus, peixes frescos, refrigerado, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026954;Tambaquis, peixes frescos, refrigerado, exceto fil�s, outras carnes,;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026955;Tambacus, peixes frescos, refrigerado, exceto fil�s, outras carnes;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03026990;Outros peixes frescos, refrigerados, exceto fil�s, outras carnes, etc.;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03027000;F�gados, ovas e s�men, de peixes, frescos ou refrigerados;2499;Demais pescados;Otros peces;Other fish;24;PESCADOS;Pescados;Fish
03027100;Til�pias (oreochromis spp.), frescas ou refrigeradas;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03027210;Bagre (Ictalurus puntactus), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03027290;Outros bagres frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03027300;Carpas (Cyprinus carpio, Carassius carassius, etc);2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03027400;Enguias (anguilla spp.), frescas ou refrigeradas;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03027900;Perca-do-nilo, peixe cabe�a-de-serpente, fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028100;Ca��o e outros tubar�es, frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028200;Raias (rajidae), fresca ou refrigerada;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028310;Merluza negra (dissostichus eleginoides), fresca ou refrigerada;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028320;Merluza ant�rtica (Dissostichus mawsoni);2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028400;Robalos (Dicentrarchus spp.), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028500;Pargos ou sargos (sparidae), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028910;Pargo (Lutjanus purpureus), frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028911;Agulh�es (istiophorus spp, tetrapturus spp, makaira spp);2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028912;Pargo (Lutjanus purpureus), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028921;Cherne-poveiro (Polypirion americanus), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028922;Garoupas (acanthistius spp.), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028923;Esturj�o (Acipenser baeri), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028924;Peixes-rei (atherina spp.), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028931;Curimatas (prochilodus spp.), fresco ou refrigerado;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028932;"Til�pias (til�pia,sarotherodon,danakilia); seus h�bridos";2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
03028933;Surubins (pseudoplatystoma spp.), frescos ou refrigerados;2403;Peixes congelados, frescos ou refrigerados;El pescado congelado, fresco o refrigerado;Fish, frozen, fresh or chilled;24;PESCADOS;Pescados;Fish
